Mode,Indicator,Date,Week Num,Lowest,Current,Last Year
Aviation,People Screened at All Airports,08/04/2020,32,88341,544822,2311831
Aviation,People Screened at All Airports,08/05/2020,32,88341,597395,2354249
Aviation,People Screened at All Airports,08/06/2020,32,88341,744903,2626661
Aviation,People Screened at All Airports,08/07/2020,32,88341,760832,2645629
Aviation,People Screened at All Airports,08/08/2020,32,88341,684355,2220424
Aviation,People Screened at All Airports,08/09/2020,33,88341,833635,2573685
Aviation,People Screened at All Airports,08/10/2020,33,88341,763448,2487862
Aviation,People Screened at All Airports,08/11/2020,33,88341,559846,2232192
Aviation,People Screened at All Airports,08/12/2020,33,88341,591801,2311471
Aviation,People Screened at All Airports,08/13/2020,33,88341,762836,2523831
Aviation,People Screened at All Airports,08/14/2020,33,88341,784490,2549874
Aviation,People Screened at All Airports,08/15/2020,33,88341,690770,2103477
Aviation,People Screened at All Airports,01/01/2020,1,,1462628,1609118
Aviation,People Screened at All Airports,01/02/2020,1,,1626763,1513108
Aviation,People Screened at All Airports,01/03/2020,1,,1572586,1483715
Aviation,People Screened at All Airports,01/04/2020,1,,1494147,1379480
Aviation,People Screened at All Airports,01/05/2020,2,,1637349,1522582
Aviation,People Screened at All Airports,01/06/2020,2,,1505506,1407530
Aviation,People Screened at All Airports,01/07/2020,2,,1238597,1193651
Aviation,People Screened at All Airports,01/08/2020,2,,1245765,1198326
Aviation,People Screened at Large Hub Airports,01/09/2020,2,,1381212,1335306
Aviation,People Screened at Large Hub Airports,01/10/2020,2,,1406271,1350723
Aviation,People Screened at Large Hub Airports,01/11/2020,2,,1180736,1140281
Aviation,People Screened at Large Hub Airports,01/12/2020,3,,1485936,1371647
Aviation,People Screened at Large Hub Airports,01/13/2020,3,,1355096,1289578
Aviation,People Screened at Large Hub Airports,01/14/2020,3,,1146843,1106915
Aviation,People Screened at Large Hub Airports,01/15/2020,3,,1260467,1218140
Aviation,People Screened at Large Hub Airports,01/16/2020,3,,1495157,1435644
Aviation,People Screened at Large Hub Airports,01/17/2020,3,,1560186,1521562
Aviation,People Screened at Large Hub Airports,01/18/2020,3,,1232232,1108704
Aviation,People Screened at Large Hub Airports,01/19/2020,4,,1369354,1222605
Aviation,People Screened at Large Hub Airports,01/20/2020,4,,1533994,1468755
Aviation,People Screened at Large Hub Airports,01/21/2020,4,,1258140,1224248
Aviation,People Screened at Large Hub Airports,01/22/2020,4,,1212232,1198379
Aviation,People Screened at Large Hub Airports,01/23/2020,4,,1399635,1320463
Aviation,People Screened at Large Hub Airports,01/24/2020,4,,1419559,1386187
Aviation,People Screened at Large Hub Airports,01/25/2020,4,,1132880,1104199
Aviation,People Screened at Large Hub Airports,01/26/2020,5,,1437091,1367811
Aviation,People Screened at Large Hub Airports,01/27/2020,5,,1350770,1269669
Aviation,People Screened at Large Hub Airports,01/28/2020,5,,1108207,1044883
Aviation,People Screened at Large Hub Airports,01/29/2020,5,,1188595,1077340
Aviation,People Screened at Large Hub Airports,01/30/2020,5,,1379272,1288447
Aviation,People Screened at Large Hub Airports,01/31/2020,5,,1429466,1390436
Aviation,People Screened at Large Hub Airports,02/01/2020,5,,1144191,1113909
Aviation,People Screened at Large Hub Airports,02/02/2020,6,,1316820,1231841
Aviation,People Screened at Large Hub Airports,02/03/2020,6,,1392473,1376236
Aviation,People Screened at Large Hub Airports,02/04/2020,6,,1135095,1133556
Aviation,People Screened at Large Hub Airports,02/05/2020,6,,1191369,1184454
Aviation,People Screened at Large Hub Airports,02/06/2020,6,,1392341,1374981
Aviation,People Screened at Large Hub Airports,02/07/2020,6,,1453121,1436520
Aviation,People Screened at Large Hub Airports,02/08/2020,6,,1175547,1158206
Aviation,People Screened at Large Hub Airports,02/09/2020,7,,1447540,1435919
Aviation,People Screened at Large Hub Airports,02/10/2020,7,,1407598,1399058
Aviation,People Screened at Large Hub Airports,02/11/2020,7,,1183302,1106401
Aviation,People Screened at Large Hub Airports,02/12/2020,7,,1320820,1321008
Aviation,People Screened at Large Hub Airports,02/13/2020,7,,1557989,1505402
Aviation,People Screened at Large Hub Airports,02/14/2020,7,,1618395,1606361
Aviation,People Screened at Large Hub Airports,02/15/2020,7,,1331951,1309098
Aviation,People Screened at Large Hub Airports,02/16/2020,8,,1452491,1434122
Aviation,People Screened at Large Hub Airports,02/17/2020,8,,1622514,1614604
Aviation,People Screened at Large Hub Airports,02/18/2020,8,,1429671,1412549
Aviation,People Screened at Large Hub Airports,02/19/2020,8,,1372261,1325822
Aviation,People Screened at Large Hub Airports,02/20/2020,8,,1508161,1519828
Aviation,People Screened at Large Hub Airports,02/21/2020,8,,1551901,1563869
Aviation,People Screened at Large Hub Airports,02/22/2020,8,,1290626,1285920
Aviation,People Screened at Large Hub Airports,02/23/2020,9,,1538542,1483546
Aviation,People Screened at Large Hub Airports,02/24/2020,9,,1463898,1458483
Aviation,People Screened at Large Hub Airports,02/25/2020,9,,1239529,1252758
Aviation,People Screened at Large Hub Airports,02/26/2020,9,,1320285,1352919
Aviation,People Screened at Large Hub Airports,02/27/2020,9,,1509847,1539622
Aviation,People Screened at Large Hub Airports,02/28/2020,9,,1564885,1568937
Aviation,People Screened at Large Hub Airports,02/29/2020,9,,1291271,1300871
Aviation,People Screened at Large Hub Airports,03/01/2020,10,,1521729,1496230
Aviation,People Screened at Large Hub Airports,03/02/2020,10,,1393014,1458814
Aviation,People Screened at Large Hub Airports,03/03/2020,10,,1157012,1279043
Aviation,People Screened at Large Hub Airports,03/04/2020,10,,1240922,1384774
Aviation,People Screened at Large Hub Airports,03/05/2020,10,,1396633,1545828
Aviation,People Screened at Large Hub Airports,03/06/2020,10,,1437765,1643962
Aviation,People Screened at Large Hub Airports,03/07/2020,10,,1246561,1431519
Aviation,People Screened at Large Hub Airports,03/08/2020,11,,1395472,1620101
Aviation,People Screened at Large Hub Airports,03/09/2020,11,,1266530,1546396
Aviation,People Screened at Large Hub Airports,03/10/2020,11,,1075748,1378840
Aviation,People Screened at Large Hub Airports,03/11/2020,11,,1131144,1404896
Aviation,People Screened at Large Hub Airports,03/12/2020,11,,1188828,1628472
Aviation,People Screened at Large Hub Airports,03/13/2020,11,,1156751,1714990
Aviation,People Screened at Large Hub Airports,03/14/2020,11,,1027481,1519846
Aviation,People Screened at Large Hub Airports,03/15/2020,12,,1044230,1665380
Aviation,People Screened at Large Hub Airports,03/16/2020,12,,830329,1614333
Aviation,People Screened at Large Hub Airports,03/17/2020,12,,670235,1425663
Aviation,People Screened at Large Hub Airports,03/18/2020,12,,555818,1511799
Aviation,People Screened at Large Hub Airports,03/19/2020,12,,440273,1641867
Aviation,People Screened at Large Hub Airports,03/20/2020,12,,423720,1678832
Aviation,People Screened at Large Hub Airports,03/21/2020,12,,384312,1499618
Aviation,People Screened at Large Hub Airports,03/22/2020,13,,329274,1667089
Aviation,People Screened at Large Hub Airports,03/23/2020,13,,228405,1589031
Aviation,People Screened at Large Hub Airports,03/24/2020,13,,192251,1396174
Aviation,People Screened at Large Hub Airports,03/25/2020,13,,165026,1468702
Aviation,People Screened at Large Hub Airports,03/26/2020,13,,136896,1604906
Aviation,People Screened at Large Hub Airports,03/27/2020,13,,136061,1641532
Aviation,People Screened at Large Hub Airports,03/28/2020,13,,123114,1448254
Aviation,People Screened at Large Hub Airports,03/29/2020,14,,116042,1625792
Aviation,People Screened at Large Hub Airports,03/30/2020,14,,102225,1524018
Aviation,People Screened at Large Hub Airports,03/31/2020,14,,96336,1308300
Aviation,People Screened at Large Hub Airports,04/01/2020,14,,87605,1388377
Aviation,People Screened at Large Hub Airports,04/02/2020,14,,80501,1552640
Aviation,People Screened at Large Hub Airports,04/03/2020,14,,83322,1599587
Aviation,People Screened at Large Hub Airports,04/04/2020,14,,78094,1323680
Aviation,People Screened at Large Hub Airports,04/05/2020,15,,80841,1591033
Aviation,People Screened at Large Hub Airports,04/06/2020,15,,71691,1528239
Aviation,People Screened at Large Hub Airports,04/07/2020,15,,63970,1361436
Aviation,People Screened at Large Hub Airports,04/08/2020,15,,62292,1436287
Aviation,People Screened at Large Hub Airports,04/09/2020,15,,66845,1603686
Aviation,People Screened at Large Hub Airports,04/10/2020,15,,70741,1671005
Aviation,People Screened at Large Hub Airports,04/11/2020,15,,62002,1351027
Aviation,People Screened at Large Hub Airports,04/12/2020,16,,59749,1574166
Aviation,People Screened at Large Hub Airports,04/13/2020,16,,66329,1600285
Aviation,People Screened at Large Hub Airports,04/14/2020,16,57226,57226,1430059
Aviation,People Screened at Large Hub Airports,04/15/2020,16,57226,58941,1500386
Aviation,People Screened at Large Hub Airports,04/16/2020,16,57226,62080,1687342
Aviation,People Screened at Large Hub Airports,04/17/2020,16,57226,69383,1593385
Aviation,People Screened at Large Hub Airports,04/18/2020,16,57226,64032,1335938
Aviation,People Screened at Large Hub Airports,04/19/2020,17,57226,69958,1563385
Aviation,People Screened at Large Hub Airports,04/20/2020,17,57226,65081,1686472
Aviation,People Screened at Large Hub Airports,04/21/2020,17,57226,60494,1450879
Aviation,People Screened at Large Hub Airports,04/22/2020,17,57226,63923,1465230
Aviation,People Screened at Large Hub Airports,04/23/2020,17,57226,73041,1629422
Aviation,People Screened at Large Hub Airports,04/24/2020,17,57226,79607,1627179
Aviation,People Screened at Large Hub Airports,04/25/2020,17,57226,69139,1312412
Aviation,People Screened at Large Hub Airports,04/26/2020,18,57226,83829,1618313
Aviation,People Screened at Large Hub Airports,04/27/2020,18,57226,77097,1553144
Aviation,People Screened at Large Hub Airports,04/28/2020,18,57226,72061,1365480
Aviation,People Screened at Large Hub Airports,04/29/2020,18,57226,77461,1464409
Aviation,People Screened at Large Hub Airports,04/30/2020,18,57226,100198,1619550
Aviation,People Screened at Large Hub Airports,05/01/2020,18,57226,109161,1642379
Aviation,People Screened at Large Hub Airports,05/02/2020,18,57226,85445,1294188
Aviation,People Screened at Large Hub Airports,05/03/2020,19,57226,108249,1617888
Aviation,People Screened at Large Hub Airports,05/04/2020,19,57226,105469,1589048
Aviation,People Screened at Large Hub Airports,05/05/2020,19,57226,82626,1354423
Aviation,People Screened at Large Hub Airports,05/06/2020,19,57226,88498,1464389
Aviation,People Screened at Large Hub Airports,05/07/2020,19,57226,121281,1647809
Aviation,People Screened at Large Hub Airports,05/08/2020,19,57226,134566,1680930
Aviation,People Screened at Large Hub Airports,05/09/2020,19,57226,106348,1309687
Aviation,People Screened at Large Hub Airports,05/10/2020,20,57226,126464,1561129
Aviation,People Screened at Large Hub Airports,05/11/2020,20,57226,133667,1616673
Aviation,People Screened at Large Hub Airports,05/12/2020,20,57226,99909,1416277
Aviation,People Screened at Large Hub Airports,05/13/2020,20,57226,111492,1507114
Aviation,People Screened at Large Hub Airports,05/14/2020,20,57226,146866,1675781
Aviation,People Screened at Large Hub Airports,05/15/2020,20,57226,154965,1717820
Aviation,People Screened at Large Hub Airports,05/16/2020,20,57226,120663,1361437
Aviation,People Screened at Large Hub Airports,05/17/2020,21,57226,157980,1690020
Aviation,People Screened at Large Hub Airports,05/18/2020,21,57226,151323,1691596
Aviation,People Screened at Large Hub Airports,05/19/2020,21,57226,117803,1504940
Aviation,People Screened at Large Hub Airports,05/20/2020,21,57226,141808,1596460
Aviation,People Screened at Large Hub Airports,05/21/2020,21,57226,196246,1726569
Aviation,People Screened at Large Hub Airports,05/22/2020,21,57226,210921,1808163
Aviation,People Screened at Large Hub Airports,05/23/2020,21,57226,155131,1404396
Aviation,People Screened at Large Hub Airports,05/24/2020,22,57226,167156,1374560
Aviation,People Screened at Large Hub Airports,05/25/2020,22,57226,208165,1634023
Aviation,People Screened at Large Hub Airports,05/26/2020,22,57226,161825,1581274
Aviation,People Screened at Large Hub Airports,05/27/2020,22,57226,160712,1470943
Aviation,People Screened at Large Hub Airports,05/28/2020,22,57226,199231,1608686
Aviation,People Screened at Large Hub Airports,05/29/2020,22,57226,200386,1666587
Aviation,People Screened at Large Hub Airports,05/30/2020,22,57226,165545,1389259
Aviation,People Screened at Large Hub Airports,05/31/2020,23,57226,216406,1659120
Aviation,People Screened at Large Hub Airports,06/01/2020,23,57226,217169,1622022
Aviation,People Screened at Large Hub Airports,06/02/2020,23,57226,163372,1462610
Aviation,People Screened at Large Hub Airports,06/03/2020,23,57226,187126,1527605
Aviation,People Screened at Large Hub Airports,06/04/2020,23,57226,239047,1695366
Aviation,People Screened at Large Hub Airports,06/05/2020,23,57226,256309,1708633
Aviation,People Screened at Large Hub Airports,06/06/2020,23,57226,215567,1452476
Aviation,People Screened at Large Hub Airports,06/07/2020,24,57226,268034,1724232
Aviation,People Screened at Large Hub Airports,06/08/2020,24,57226,260644,1701450
Aviation,People Screened at Large Hub Airports,06/09/2020,24,57226,209111,1565617
Aviation,People Screened at Large Hub Airports,06/10/2020,24,57226,240707,1604630
Aviation,People Screened at Large Hub Airports,06/11/2020,24,57226,306418,1714789
Aviation,People Screened at Large Hub Airports,06/12/2020,24,57226,313991,1750029
Aviation,People Screened at Large Hub Airports,06/13/2020,24,57226,265953,1499751
Aviation,People Screened at Large Hub Airports,06/14/2020,25,57226,333327,1711733
Aviation,People Screened at Large Hub Airports,06/15/2020,25,57226,326859,1734377
Aviation,People Screened at Large Hub Airports,06/16/2020,25,57226,261800,1581819
Aviation,People Screened at Large Hub Airports,06/17/2020,25,57226,274001,1634403
Aviation,People Screened at Large Hub Airports,06/18/2020,25,57226,356038,1757795
Aviation,People Screened at Large Hub Airports,06/19/2020,25,57226,361517,1786615
Aviation,People Screened at Large Hub Airports,06/20/2020,25,57226,311903,1547648
Aviation,People Screened at Large Hub Airports,06/21/2020,26,57226,364622,1761120
Aviation,People Screened at Large Hub Airports,06/22/2020,26,57226,373191,1759279
Aviation,People Screened at Large Hub Airports,06/23/2020,26,57226,294635,1624296
Aviation,People Screened at Large Hub Airports,06/24/2020,26,57226,310842,1684010
Aviation,People Screened at Large Hub Airports,06/25/2020,26,57226,385830,1759888
Aviation,People Screened at Large Hub Airports,06/26/2020,26,57226,390022,1769450
Aviation,People Screened at Large Hub Airports,06/27/2020,26,57226,337479,1548410
Aviation,People Screened at Large Hub Airports,06/28/2020,27,57226,392676,1712358
Aviation,People Screened at Large Hub Airports,06/29/2020,27,57226,386876,1614365
Aviation,People Screened at Large Hub Airports,06/30/2020,27,57226,312308,1524933
Aviation,People Screened at Large Hub Airports,07/01/2020,27,57226,396738,1656504
Aviation,People Screened at Large Hub Airports,07/02/2020,27,57226,481947,1390198
Aviation,People Screened at Large Hub Airports,07/03/2020,27,57226,451198,1433672
Aviation,People Screened at Large Hub Airports,07/04/2020,27,57226,293034,1528243
Aviation,People Screened at All Airports,08/16/2020,34,88341,863229,2505842
Aviation,People Screened at All Airports,08/17/2020,34,88341,774875,2495471
Aviation,People Screened at All Airports,08/18/2020,34,88341,566451,2172117
Aviation,People Screened at All Airports,08/19/2020,34,88341,588756,2230423
Aviation,People Screened at All Airports,08/20/2020,34,88341,773542,2455433
Aviation,People Screened at All Airports,08/21/2020,34,88341,764969,2481428
Aviation,People Screened at All Airports,08/22/2020,34,88341,625507,1971988
Aviation,People Screened at All Airports,08/23/2020,35,88341,843899,2420663
Aviation,People Screened at All Airports,08/24/2020,35,88341,728210,2283286
Aviation,People Screened at All Airports,08/25/2020,35,88341,523732,1943736
Aviation,People Screened at All Airports,08/26/2020,35,88341,540643,2117377
Aviation,People Screened at All Airports,08/27/2020,35,88341,723395,2487919
Aviation,People Screened at All Airports,08/28/2020,35,88341,740537,2584722
Aviation,People Screened at All Airports,08/29/2020,35,88341,592951,1891313
Aviation,U.S. Domestic Commercial Flights (Departures),08/30/2020,36,6679,16041,20318
Aviation,U.S. Domestic Commercial Flights (Departures),08/31/2020,36,6679,16591,24641
Aviation,U.S. Domestic Commercial Flights (Departures),09/01/2020,36,6679,15594,24625
Aviation,U.S. Domestic Commercial Flights (Departures),09/02/2020,36,6679,15920,26181
Aviation,U.S. Domestic Commercial Flights (Departures),09/03/2020,36,6679,18306,27229
Aviation,U.S. Domestic Commercial Flights (Departures),09/04/2020,36,6679,17360,26960
Aviation,U.S. Domestic Commercial Flights (Departures),09/05/2020,36,6679,13577,20955
Aviation,U.S. International Commercial Flights (Departures),08/30/2020,36,326,1053,4181
Aviation,U.S. International Commercial Flights (Departures),08/31/2020,36,326,1014,3947
Aviation,U.S. International Commercial Flights (Departures),09/01/2020,36,326,910,3809
Aviation,U.S. International Commercial Flights (Departures),09/02/2020,36,326,1019,4024
Aviation,U.S. International Commercial Flights (Departures),09/03/2020,36,326,1088,4140
Aviation,U.S. International Commercial Flights (Departures),09/04/2020,36,326,1069,4167
Aviation,U.S. International Commercial Flights (Departures),09/05/2020,36,326,1065,4229
Aviation,People Screened at All Airports,08/30/2020,36,88341,809035,1826403
Aviation,People Screened at All Airports,08/31/2020,36,88341,714841,2210973
Aviation,People Screened at All Airports,09/01/2020,36,88341,517489,1969687
Aviation,People Screened at All Airports,09/02/2020,36,88341,579565,1820569
Aviation,People Screened at All Airports,09/03/2020,36,88341,879939,2039812
Aviation,People Screened at All Airports,09/04/2020,36,88341,970767,2124828
Aviation,People Screened at All Airports,09/05/2020,36,88341,665428,1694183
Aviation,People Screened at All Airports,09/06/2020,37,88341,695016,2300372
Aviation,People Screened at All Airports,09/07/2020,37,88341,937383,2220126
Aviation,People Screened at All Airports,09/08/2020,37,88341,706126,1874968
Aviation,People Screened at All Airports,09/09/2020,37,88341,618799,1935885
Aviation,People Screened at All Airports,09/10/2020,37,88341,756433,2375703
Aviation,People Screened at All Airports,09/11/2020,37,88341,733284,2409356
Aviation,People Screened at All Airports,09/12/2020,37,88341,615238,1816657
Aviation,U.S. Domestic Commercial Flights (Departures),09/06/2020,37,6679,13267,25726
Aviation,U.S. Domestic Commercial Flights (Departures),09/07/2020,37,6679,15350,27095
Aviation,U.S. Domestic Commercial Flights (Departures),09/08/2020,37,6679,14133,27378
Aviation,U.S. Domestic Commercial Flights (Departures),09/09/2020,37,6679,15121,27526
Aviation,U.S. Domestic Commercial Flights (Departures),09/10/2020,37,6679,16353,28588
Aviation,U.S. Domestic Commercial Flights (Departures),09/11/2020,37,6679,15887,28257
Aviation,U.S. Domestic Commercial Flights (Departures),09/12/2020,37,6679,13330,21216
Aviation,U.S. International Commercial Flights (Departures),09/06/2020,37,326,1048,4190
Aviation,U.S. International Commercial Flights (Departures),09/07/2020,37,326,1008,4033
Aviation,U.S. International Commercial Flights (Departures),09/08/2020,37,326,917,3909
Aviation,U.S. International Commercial Flights (Departures),09/09/2020,37,326,963,4004
Aviation,U.S. International Commercial Flights (Departures),09/10/2020,37,326,1084,4185
Aviation,U.S. International Commercial Flights (Departures),09/11/2020,37,326,1099,4190
Aviation,U.S. International Commercial Flights (Departures),09/12/2020,37,326,1201,4247
Aviation,U.S. Domestic Commercial Flights (Departures),09/13/2020,38,6679,14720,25854
Aviation,U.S. Domestic Commercial Flights (Departures),09/14/2020,38,6679,14919,27205
Aviation,U.S. Domestic Commercial Flights (Departures),09/15/2020,38,6679,14172,27294
Aviation,U.S. Domestic Commercial Flights (Departures),09/16/2020,38,6679,14992,27660
Aviation,U.S. Domestic Commercial Flights (Departures),09/17/2020,38,6679,16304,27748
Aviation,U.S. Domestic Commercial Flights (Departures),09/18/2020,38,6679,16018,28234
Aviation,U.S. Domestic Commercial Flights (Departures),09/19/2020,38,6679,13170,21459
Aviation,U.S. International Commercial Flights (Departures),09/13/2020,38,326,1156,4174
Aviation,U.S. International Commercial Flights (Departures),09/14/2020,38,326,1047,4095
Aviation,U.S. International Commercial Flights (Departures),09/15/2020,38,326,907,3929
Aviation,U.S. International Commercial Flights (Departures),09/16/2020,38,326,987,3997
Aviation,U.S. International Commercial Flights (Departures),09/17/2020,38,326,1111,3962
Aviation,U.S. International Commercial Flights (Departures),09/18/2020,38,326,1122,4078
Aviation,U.S. International Commercial Flights (Departures),09/19/2020,38,326,1157,4168
Aviation,People Screened at All Airports,09/13/2020,38,88341,812449,2415144
Aviation,People Screened at All Airports,09/14/2020,38,88341,731737,2326934
Aviation,People Screened at All Airports,09/15/2020,38,88341,522883,1944290
Aviation,People Screened at All Airports,09/16/2020,38,88341,578841,2077349
Aviation,People Screened at All Airports,09/17/2020,38,88341,787959,2383340
Aviation,People Screened at All Airports,09/18/2020,38,88341,813310,2497823
Aviation,People Screened at All Airports,09/19/2020,38,88341,639891,1875543
Aviation,U.S. Domestic Commercial Flights (Departures),09/20/2020,39,6679,14926,26083
Aviation,U.S. Domestic Commercial Flights (Departures),09/21/2020,39,6679,15107,27156
Aviation,U.S. Domestic Commercial Flights (Departures),09/22/2020,39,6679,14516,27131
Aviation,U.S. Domestic Commercial Flights (Departures),09/23/2020,39,6679,15331,27650
Aviation,U.S. Domestic Commercial Flights (Departures),09/24/2020,39,6679,16566,28953
Aviation,U.S. Domestic Commercial Flights (Departures),09/25/2020,39,6679,16054,27414
Aviation,U.S. Domestic Commercial Flights (Departures),09/26/2020,39,6679,13498,21390
Aviation,U.S. International Commercial Flights (Departures),09/20/2020,39,326,1186,4158
Aviation,U.S. International Commercial Flights (Departures),09/21/2020,39,326,1089,4053
Aviation,U.S. International Commercial Flights (Departures),09/22/2020,39,326,946,3843
Aviation,U.S. International Commercial Flights (Departures),09/23/2020,39,326,1027,4013
Aviation,U.S. International Commercial Flights (Departures),09/24/2020,39,326,1151,4137
Aviation,U.S. International Commercial Flights (Departures),09/25/2020,39,326,1152,4116
Aviation,U.S. International Commercial Flights (Departures),09/26/2020,39,326,1220,4194
Aviation,People Screened at All Airports,09/20/2020,39,88341,850203,2454967
Aviation,People Screened at All Airports,09/21/2020,39,88341,773515,2359699
Aviation,People Screened at All Airports,09/22/2020,39,88341,551887,1965774
Aviation,People Screened at All Airports,09/23/2020,39,88341,609676,2119289
Aviation,People Screened at All Airports,09/24/2020,39,88341,828880,2439395
Aviation,People Screened at All Airports,09/25/2020,39,88341,842215,2474047
Aviation,People Screened at All Airports,09/26/2020,39,88341,660084,1901407
